text;time
a'maq agency: lebanese soldier killed, 16 others wounded after attempt to advance on #islamicstate positions in the mountains of ras baalbek; 3/10/2016
a'maq agency: #islamicstate launches tree planting campaign in #raqqa's western countryside. #is #isis #syria https://t.co/bpq65jjxqg; 3/10/2016
#libya-#isis-linked al-amaq surveying the damage caused by the airstrikes in #sirte https://t.co/gol2ylafqc; 3/10/2016
now you can blame russia for bringing hilux trucks to be taken by dawlah for free... 😁 https://t.co/j0bynjnnbg; 3/10/2016
#libya- #isis militants raided checkpoint near abugrein and killed 2 libya dawn fighters https://t.co/xsuqal5wec; 3/10/2016
rt @nasirjamshed_: indian terrorists giving many threats but #wt20 in india in no danger. is cos indian terrorists no eat meat?; 3/10/2016
@sardesairajdeep by threatening to dig the pitch; 3/10/2016
rt @7layers_: anyone spreading or believing this nonsense is a sheep who doesn't know how deception works. https://t.co/udzdbhvlfe; 3/10/2016
@spacejihadi akhi your not suppose to advertise this on twitter because the kuffar shuts it down.; 3/10/2016
#reuters: #isis leader shishani: mar 8: killed mar 9: injured mar 10: was in #libya mar 11: on vacation in the karibi mar 12: we don't know; 3/10/2016
#libya- ansar al-sharia photos of engagements with lna near #benghazi university https://t.co/azia2a2gfb; 3/10/2016
let me get this straight:  to the left are khawarij, upon falsehood &amp; the one to the right are mujahideen upon haqq? https://t.co/meavblxvsq; 3/10/2016
#assad's ndf threatens to execute #pyd militants if #ypg didn't end siege on kherbet amo village.. #qamishli #syria https://t.co/jk7njeqcmp; 3/10/2016
rt @m3t4_tr0n: 📷 #us-led coalition began a 10-week training program for kurds with new weapons and equipment - #iraq #syria https://t.co/f1…; 3/10/2016
@hatuiore lol; 3/10/2016
ulema of zawahiri wants to see mursi the taghut back into power.  jews of jihad. https://t.co/mzrjbcdhoq; 3/10/2016
rt @__aldente__: when they can't do much against the islamic state on the ground, then they'll use their sorcerers (media). https://t.co/ct…; 3/10/2016
i also find it rather amusing to see that i'm blocked by him.  i haven't tweeted to him once or mentioned him before https://t.co/oictr8b6qc; 3/10/2016
mursi ruled with democracy, he waged war against the mujahideen in sinai &amp; had a christian kafir judge them to death.; 3/10/2016
@macqal_1  👍; 3/10/2016
rt @johnsonsbot: assalam alaikum; i'm back. https://t.co/eg1is8upjm; 3/10/2016
rt @johnsonsbot: aamaq: #is diwan of zakat distributes 48m syp ($254,000) among the needy in raqqa's eastern countryside #syria #isis https…; 3/10/2016
rt @johnsonsbot: a couple of days ago, #is released a video on zakat &amp; charitable activities in wilayat #homs https://t.co/0htmftgwee https…; 3/10/2016
rt @johnsonsbot: #islamicstate zakat office delivers food baskets+financial aid to the poor families in remote areas in #homs. #syria https…; 3/10/2016
rt @johnsonsbot: #pt "those who, if we give them power in the land, establish worship and give in charity &amp; enjoin kindness" - quran. https…; 3/10/2016
us aircraft destroys two buildings in downtown raqqah.  https://t.co/lewij1wabx https://t.co/xnxqxhsd7s https://t.co/si9ou5eabt; 3/10/2016
rt @johnsonsbot: #pt nytimes article about the syrian iconic hero, journey from member of syrian revolution council to #is itishhadi. https…; 3/10/2016
they lost a big battle yesterday. #russia|ns now launching massive revenge strikes on #palmyra &amp; city. #syria #isis https://t.co/ylotqwyxdg; 3/10/2016
zaman al-wasl docs list british fighter, abu jabril al-britani, originally from bangladesh. joined #isis aug 2013. https://t.co/uby1an8awk; 3/10/2016
rt @klashinki: let me get this straight:  to the left are khawarij, upon falsehood &amp; the one to the right are mujahideen upon haqq? https:/…; 3/10/2016
rt @klashinki: us aircraft destroys two buildings in downtown raqqah.  https://t.co/lewij1wabx https://t.co/xnxqxhsd7s https://t.co/si9ou5e…; 3/10/2016
@marwantunsi____ :) https://t.co/eug6klm2sa; 3/10/2016
anyone have news about "endoftimesdream" ?; 3/10/2016
@theiraqwitness i'm only  to notice that many fsa are joining sdf ?; 3/10/2016
rt @the_newarab: iraqi militias turn diyala city into 'ghost town' https://t.co/v9tq0owyjd; 3/10/2016
rt @saj_pakpassion: the west bengal chief minister has assured foolproof security to the pakistan cricket team during the icc world twenty2…; 3/10/2016
nz 237 vs sri lanka in warm up game. watch out for nz, they have a say at wt20!; 3/10/2016
rt @ramiallolah: #reuters: #isis leader shishani: mar 8: killed mar 9: injured mar 10: was in #libya mar 11: on vacation in the karibi mar …; 3/10/2016
rt @wwayf44rer: deir ez-zor / 20 civilians were killed last night by russian airstrikes on khasham town, they were all displaced people fro…; 3/10/2016
rt @hdner: #turkish army: 279 pkk militants killed in #sur operation https://t.co/paab7lv828 https://t.co/dkscicm3fq; 3/10/2016
by expelling palestinians, israel just admitted gaza is one big prison https://t.co/vhhkhanfx1; 3/10/2016
these recent "isis leaks" remind me of arab intel-run "wiki baghdady" twitter account which was popular in 2014: https://t.co/rmmq3nmtpx; 3/10/2016
@theiraqwitness @amatullaah27 are you ok? its a pov from an aq soldier; 3/10/2016
@theiraqwitness @amatullaah27 aqaps official media isdar about the attack "انحساب سالمين"  pov shows it wasnt.  https://t.co/jcbhnbk40x; 3/10/2016
@_qariban lol it's no breaking news, breaking will be when it won't be suspended; 3/10/2016
rt @wwayf44rer: more than 150 air strikes, cluster and barrel bombs targeted #palmyra yesterday, many civilians killed and still under the …; 3/10/2016
dear kuffar news - next time, check the authenticity of so-called documents you buy from anonymous source.   pure facepalm for this week.; 3/10/2016
#amaqagency 4 members of fajr #libya killed and 8 others wounded in assault by islamic state fighters on bu qarayn checkpoint west of #sirte; 3/10/2016
#iran irgc brigade general reportedly killed in #syria|n battles..; 3/10/2016
#aamaq: one #lebanon army soldier killed, 16 others injured in a failed attack on #isis positions in ras #baalbek..; 3/10/2016
@theiraqwitness you got proved wrong so you go to the next subject?  i've never said that he lied in the movie he himself starred in.; 3/10/2016
al-qaeda theologians abu muhammad maqdisi and abu qatadah enjoy a feast with jordanian government representatives: https://t.co/wl4gz2lk0j; 3/10/2016
pt: this possibly explains why maqdisi was sympathetic to the burned jordanian pilot, muadh al-kasassbeh: https://t.co/draz1ivdle; 3/10/2016
@theiraqwitness if that's fanboyism, what do you call this? :) https://t.co/3ejmqj34oh; 3/10/2016
#infographic how many times #isis senior leader al-shishani killed and by whom? #syria #iraq #libya https://t.co/y6zkmxx803; 3/10/2016
@daudoo not linked to terrorism according to french news for the moment; 3/10/2016
pourquoi tant de haine ? et le "aimez-vous les uns les autres" il est passé ou subitement ? hater gonna hate. https://t.co/fluexbub0w; 3/10/2016
@uncle_samcoco la haine ! il faut vous libérer  de ce sentiment obscurantiste; 3/10/2016
#lt marre de ces coconut intolérant et violent à l'égard des personnes pacifiques. marre de subir leurs violences politique et idéologique.; 3/10/2016
@marwantunsi____ @jazrawi_sinai ahhahaahaah i'm dying; 3/10/2016
rt @julianroepcke: great footage #us-backed kurdish #fsa &amp; turkish-ba. sunni #fsa fight side by side vs. #isis https://t.co/dl5xodw2ve http…; 3/10/2016
@theiraqwitness long as they do not destroy stone monument, no one care about palmyra.; 3/10/2016
rt @putintintin1: #syria anti-#ypg protest in #qamishli today #twitterkurds https://t.co/xvczh3odly; 3/10/2016
ahhahahaha c'est pour ça que vous êtes chauve sur la pp ?   #trolllolol  https://t.co/3nb0cvb1a7; 3/10/2016
@skydyb le type à réussit à prendre la photos de ce machin hyper dangereux à moins de 2 mètres ? nice try we are stupid, try again .; 3/10/2016
rt @lifeinsyria: in sham, alhamdulillah we get our requirements well and can worship allah well too!  #shopsinsham https://t.co/hoxgiqql7m; 3/10/2016
rt @nidalgazaui: dozens of children were killed today by "anti terror" #us bombers in #mosul. https://t.co/y0lpsk56ev; 3/10/2016
rt @nidalgazaui: this was an arm of an #iraqi child in #mosul....  bombed today death by criminal us- airstrikes. https://t.co/kxwzzcpy3n; 3/10/2016
rt @nidalgazaui: his daughter was bombed today by #us bombers in #mosul.  if he will take revenge they call him terrorist... https://t.co/i…; 3/10/2016
rt @nidalgazaui: dozens of civilians were killed or injured by #us airstrike in #mosul. #iraq.  most of them children. https://t.co/ivpdi2s…; 3/10/2016
talk about the #american massacre today in #mosul! https://t.co/ezfo3l5ayi; 3/10/2016
rt @nidalgazaui: us american massacre today in #mosul #iraq (1) https://t.co/hnygzidogf; 3/10/2016
is seize territory + attack army forces on tripoli-sabha road. #lybia.; 3/10/2016
kuffar be like, if you hate this country then leave. well my brothers have tried and your democracy has locked them in cages.; 3/10/2016
rt @sakker__: always remember.. the pilots who kill muslim children are considered by most american as national heroes and protector of fre…; 3/10/2016
rt @valkryv: şubat 1 -10 mart 2016 suriye'de kronolojik / bölgesel cephe raporu ve son durum haritası https://t.co/iu3enembg3 https://t.co/…; 3/10/2016
the purported 22,000 files of isis fighters only have 1700 different names https://t.co/arks8jjdga; 3/10/2016
#breakingnews extreme intense clashes near one of #bengardane hotels.. #tunisia #isis; 3/10/2016
@islamistheway14 ignore them.; 3/10/2016
rt @palmyrarev1: horrifying &amp; horrible video shows the massacre committed by russian warplanes against civilian people in #palmyra https://…; 3/10/2016
the authenticity of the isis documents: it's a controlled leak, the info is largely true but not too revelatory.; 3/10/2016
rt @arabthomness: #syria: local activists declare #palmyra a disaster zone after #russia started levelling parts of the city https://t.co/b…; 3/10/2016
@abdullahmich83 loool!; 3/10/2016
@yaallah4giveme bro, its a book about love, and not being stingy towards a spouse; 3/10/2016
rt @pieternanninga: #is-affiliated a'maq: results of us-led coalition bombings in mosul. video shows several dead children https://t.co/p01…; 3/10/2016
@omashkavash16 @whoamidude @abo321asd  same scum.; 3/10/2016
rt @free_lance_jour: horrible video from the #palmyramassacre by the #ruaf  https://t.co/1qcxbcw0kr; 3/10/2016
rt @ramiallolah: #infographic how many times #isis senior leader al-shishani killed and by whom? #syria #iraq #libya https://t.co/y6zkmxx803; 3/10/2016
rt @ramiallolah: #assad's army sustained heavy loses (36 soldiers, 4 officers killed; 15 captured) in its big attempt ever to take #palmyra…; 3/10/2016
rt @pieternanninga: #is: "martyrdom operation" by ihsan al-almani (#germany) and abu qatada al-shami on road haditha-baiji, killing 25 http…; 3/10/2016
rt @terrorwatchg: #islamicstate pics showing destruction of #iraq|i army vehicles during their attempt to advance in #ramadi #isis https://…; 3/10/2016
rt @terrorwatchg: #islamicstate #is #isis #amaqagency video reportedly showing major damages and casualties after us bombing on #mosul http…; 3/10/2016
#infographic #isis caliph al-baghdadi. when was reportedly killed or seen, where, &amp; by whom? #iraq https://t.co/mtcmlg6fuu; 3/10/2016
important: why would a boot (saa&amp;ru) agree on a ceasefire with an ant (sahwat)?  because there exists a person who wears those boots (usa).; 3/10/2016
why would nusayria &amp; russia agree on a ceasefire when they were literally crushing the sahwat &amp; why would usa "force" them to agree on it?; 3/10/2016
@jazrawi_sinai yes i know. i was trying to plot where he was seen or rumored seen or killed but not saying he was he..; 3/10/2016
https://t.co/mu0y6jzkjq; 3/10/2016
@middleeasteye lol; 3/10/2016
association of "dictator without borders" posing for family photos  https://t.co/vjcaqlvlme; 3/10/2016
my point is: today, the sahwat (still clinging &amp; hugging the turkish border) took a village from dawlah. https://t.co/e3whgbjddv; 3/10/2016
a group that participated in this offensive was none other than "division 31" the new us-trained/backed/funded/agents sahwat.; 3/10/2016
together with faylaq sham, the ally of nusra &amp; former member of jaish al "fath". https://t.co/csppu0rhee; 3/10/2016
here you can see the sahwat displaying their brand new weapons of usa.  "liwa ahfadh salahudeen" https://t.co/ajkfneheu7; 3/10/2016
@issabarbarossa @fukuyamazigh @jeromebourbon haahhahahah https://t.co/2vjfp5igaz; 3/10/2016
https://t.co/1jzgqdwgkl; 3/10/2016
@jazrawi_sinai indeed they are extremly violent; 3/10/2016
@baniummaya @jazrawi_sinai this was after their claim of "withdrawal" a last front against dawlah. https://t.co/3u6mr1zxg4; 3/10/2016
@baniummaya @jazrawi_sinai but what is the difference between fighting besides us backed sahwat &amp; arab tawagheet backed sahwat?; 3/10/2016
the logo of "liwa ahfadh salahudeen" with another set of apostates from the same group who wanted to display us-wep https://t.co/e1ttcfha02; 3/10/2016
https://t.co/plzcmlmrls; 3/11/2016
from archive, miss those old school fighters https://t.co/tnpk2k1qml; 3/11/2016
https://t.co/sgqkadv6ld; 3/11/2016
discouragers from the path of allah  https://t.co/xswpaxp1if; 3/11/2016
👀  https://t.co/ix0dh3qkxf; 3/11/2016
@thostranger he also have beautiful soul, marry him   👀 https://t.co/fkl8otknho; 3/11/2016
in other word - he was mentally tormented when "other guys" in twitterland. :p https://t.co/zm73wyadzy; 3/11/2016
@thostranger yeah, your argument is invalid; 3/11/2016
@elpashtuncat pashtun cat how could you cheat on me? 💔😥 what happend to venice?  @abushamala55 @mahfujhindi https://t.co/de4fdjkvvj; 3/11/2016
you can only distinguish people real faces during hardship https://t.co/7hjrkdptta; 3/11/2016
https://t.co/cuosmwqmde; 3/11/2016
https://t.co/otys4mqkpj; 3/11/2016
https://t.co/zwcihgl1f1; 3/11/2016
https://t.co/wngnrxin7g; 3/11/2016
during hardship and trials, this is what most people think for themselves ... https://t.co/mhne4h2ngo; 3/11/2016
according to the evidences from quran and ahadith you are not allowed to pray behind a sufi or ikhwani. https://t.co/sgblqvn3pa; 3/11/2016
https://t.co/2rdhfbr3av; 3/11/2016
@_layaall iraqi army? seriously? you call shrogiya for iraqis?; 3/11/2016
@abuhumayra4 alhamdullilah that i dont!; 3/11/2016
twitter + irhab lecture by sh. abu mus'ab al-souri  👀💭 https://t.co/vpsidxefha; 3/11/2016
abu mus'ab al-souri may allah free him, have this tendency of mocking scholars of al-saud especially ibn baz with funny comments; 3/11/2016
@alamrikiomar akhi if you only listen to his lectures, his video lectures, read his books, he exposes every one; 3/11/2016
rt @mmoazh1: ﷺ💞ﷺ💞ﷺ💞ﷺ💞ﷺ يقول الشيخ عندما يتأمل الإنسان أن صلاته على النبي يوم الجمعة ستعرض عليهﷺ يستحي أن يكون قليل البضاعة قليل العدد لعظم …; 3/11/2016
@saj_pakpassion what if his plane crashes; 3/11/2016
rt @cjwerleman: there's not a problem in islam. there's a problem with america killing 4 million muslims since 1990. but apparently i'm a "…; 3/11/2016
rt @benad36: #palmyra is being smashed to pieces by #assad. but it's da'esh territory, so nobody sees the lives of the civilians as importa…; 3/11/2016
so according to the new mufti of defeatist movement, does that mean that the sahabah were fighting for nothing? https://t.co/3rxyysorhc; 3/11/2016
#pt: explanation of the defeatist movement, by sh. ali al-khudayr https://t.co/gecbv9e1cz; 3/11/2016
arab league webpage update #syria's event page  by saying "his excellency the president / bashar al-#assad https://t.co/ecto5qkduu; 3/11/2016
amaq: american aircraft destroys 2 buildings in downtown #raqqa link https://t.co/h4tu6nccy0 https://t.co/6srv5wduzv https://t.co/swow6xct9y; 3/11/2016
the uproar &amp; outcry about statues in palmyra and the silence over the destruction of entire city and massacre of innocents; 3/11/2016
not surprising. they don't care about the number of muslims killed each day by their bombing or the cities destroyed.; 3/11/2016
their wars have killed more muslims than history has ever witnessed, yet their media wants to point them as saviours of humanity; 3/11/2016
and they want to paint a muslim simply throwing back a stone at them as terrorist, and you foolishly believe them; 3/11/2016
rt @striv3r_: big blow: #is ring leader financed by abu bakr al baghdadi to organize &amp; carry out attacks in #israel #captured  https://t.co…; 3/11/2016
rt @hamas_mujahid_: the mujahid commander who was martyred by #idf he hide in a house and killed at least 3 #israeli soldiers in #gaza. htt…; 3/11/2016
#alqassam in #gaza (military wing of #hamas nasheed video) https://t.co/4uj6urftvo; 3/11/2016
@the_47th all you mean a democratic secular syria, if this was the aim why did you let 4,70,000 muslims die in first place; 3/11/2016
breaking! dawlah repelled an attack by sahwat who had us air support in "yani yaban",  3 of their fighters killed. https://t.co/3tjap3iase; 3/11/2016
oh btw, those who are "mujahideen" in the eyes of aq &amp; sahwat joined sdf yesterday.  "liwa jund al haramayn" https://t.co/kin1haadps; 3/11/2016
but it's ok, abu qatada said that not everyone who commits kufr has become a kafir.; 3/11/2016
there is also what maqdisi said, the "udhur bi fitnat daesh" that is like a barrier between imaan &amp; kufr, it protects your islam from kufr.; 3/11/2016
@asapmafia_ @ottomanakh all prophets and those who followed them until a new prophet was sent to them is a muslim; 3/11/2016
@asapmafia_ @ottomanakh for example jews who followed their prophets until isaa as was sent are muslims,; 3/11/2016
@asapmafia_ @ottomanakh &amp; jews who rejected jesus became kafir,; 3/11/2016
there is nothing more stupid than syrians still protesting for democracy. what about 4,70,000 killed?; 3/11/2016
@sabahjaan pehle nhi hota tha kya?; 3/11/2016
the term syrian revolution is corrupted in itself, by it they mean a democratic secular syria.; 3/11/2016
there is theory and then there is practice, there is huge difference between the two.; 3/11/2016
@sabahjaan lol probably your twitter is controlled by daesh :p; 3/11/2016
@sabahjaan lol, means you're obsessed with daesh that you try to tweet it :p; 3/11/2016
rt @free_lance_jour: in the video you can see shia militia having #is flag in their toyota rule kill sunnis blame daesh https://t.co/ev6l74…; 3/11/2016
rt @jenanmoussa: in nusra mentality, fsa flag seen as 'pro-democracy &amp;pro-secularism'. they have banned it but can't yet enforce ban in the…; 3/11/2016
whatever but men in islamic state are honest.; 3/11/2016
@almasyriqie too small, did you have greater images please ?; 3/11/2016
rt @marwantunsi__: when your local apostate imam receive his friday khutba from government after an isis attack: https://t.co/8fctf3ws8y; 3/11/2016
@cedricmas voyons voyons de quel "cessez le feu" parlez vous ?; 3/11/2016
@ihwco the actual reasons on why, is israel was guarded by loyal guard dogs - arab countries.; 3/11/2016
rt @klashinki: breaking! dawlah repelled an attack by sahwat who had us air support in "yani yaban",  3 of their fighters killed. https://t…; 3/11/2016
rt @klashinki: oh btw, those who are "mujahideen" in the eyes of aq &amp; sahwat joined sdf yesterday.  "liwa jund al haramayn" https://t.co/ki…; 3/11/2016
rt @klashinki: but it's ok, abu qatada said that not everyone who commits kufr has become a kafir.; 3/11/2016
rt @klashinki: there is also what maqdisi said, the "udhur bi fitnat daesh" that is like a barrier between imaan &amp; kufr, it protects your i…; 3/11/2016
@beemanbee10 read these tweets https://t.co/6pz8gigxpo; 3/11/2016
we are waiting reaction from mister obama. notice that un soldiers are also raping womens and childrens in africa.  https://t.co/sunvg1jaqv; 3/11/2016
this is the insane world where we live   https://t.co/1xilitt62m; 3/11/2016
@jannahkeys i was thinking "why", then i understood this is about respect and to not see what people do in their home.; 3/11/2016
rt @wilayat_swahili: what is taghut? - sheikh abu umar al kuwaiti https://t.co/u2viwgp5d5; 3/11/2016
today, saudi forces (never opened fire at jews or christians in their history) killed 6 muslim youths in hail.. https://t.co/jbbvickheg; 3/11/2016
saudi govt claimed they were the "daeshites" who killed their apostate cousin badr ar-rashidi (saudi officer).. https://t.co/qvsygjm5nf; 3/11/2016
two istishhadis target the kurds in the village as-sa'idin &amp; near al-faruq dam in the aleppo countryside. https://t.co/6nrb44t4hp; 3/11/2016
4 hashd al rafidhi killed after detonation of explosive device in the arab jubur area, south of baghdad. https://t.co/s4u3ek4tj2; 3/11/2016
a tank belonging to the rafidhi army destroyed with a guided missile north of ramadi. https://t.co/mlbkjplzzj; 3/11/2016
@sabahjaan me theek hu, tum sunao? aur isis ko me nhi wo khud hi promote kr rhe khud ko... :p aur usual exams ki tayari; 3/11/2016
come to idlib they said, we rule with sharia they said. https://t.co/rvpmk9t2zu; 3/11/2016
@theiraqwitness @ak47witness__ so mad.; 3/11/2016
rt @klashinki: come to idlib they said, we rule with sharia they said. https://t.co/rvpmk9t2zu; 3/11/2016
@jazrawi_sinai  lol; 3/11/2016
one of them, may allah accept him. https://t.co/qumeo1hx5e; 3/11/2016
@jazrawi_sinai  18, 19, 22, 24 and 28 yrs old. but saudi troops are preparing to attack is in syria lol "bingo! daesh is home."; 3/11/2016
10 sahwat killed in their offensive against dawlah in the village ayn al baidha north of the area al lajah in der3a. https://t.co/zodkw19vgo; 3/11/2016
breaking! a second tank of nusayris destroyed today with a guided missile on the hills in the outskirts of mheen. https://t.co/ureicifmua; 3/11/2016
rt @ramiallolah: they lost a big battle yesterday. #russia|ns now launching massive revenge strikes on #palmyra &amp; city. #syria #isis https:…; 3/11/2016
i'm a muslim and i'm tourist.; 3/11/2016
@sabahjaan aur hota nhi kuch; 3/11/2016
@theiraqwitness agree with you sdf/nsa are the next opposition who will allies with assad for "national reconcialition".; 3/11/2016
@almasyriqie thanks; 3/11/2016
the arab league designates #hezbollah as a terrorist organization.. #lebanon; 3/11/2016
" win the heart of the people first " 😥  #save_fiqh_waqi 😭  https://t.co/56f8m2lovr; 3/11/2016
@uncle_samcoco cc @fiqhalwaqi @pyjama45; 3/11/2016
@pyjama45 leaule; 3/11/2016
rt @arabthomness: #syria: liwa jund al-haramain (#fsa) announced it's joining the #sdf coalition https://t.co/xavwwnwurb https://t.co/7cyjp…; 3/11/2016
man jailed for selling 18-day-old daughter online 'to buy iphone' https://t.co/acuhcj8wnq; 3/11/2016
where are those people who were worried for palmyra ? or perhaps you are not interested now ?   https://t.co/i4q726h9j7; 3/11/2016
@sabahjaan interesting tou sb kuch hai siwai imtihaan key; 3/11/2016
rt @nidalgazaui: #is released new propaganda video about #lebanon. wants to recruit new fighter in lebanon for an lebanon invasion? https:/…; 3/11/2016
another fsa group stops fighting assad and joins the anti-isis sdf, having been promised power in a post-isis syria: https://t.co/tafdvijtic; 3/11/2016
chechen fighters in syria seeing that the banner of worldwide jihad belongs to isis and not al-qaeda/nusra: https://t.co/tuv0niqwxx; 3/11/2016
@trendlng_news i think the point of ypg/russian attacks was to get the fsa to realise "if you can't beat them (coalition), then join them".; 3/11/2016
@trendlng_news now fsa are realising that they are safer if they do what russia/us/ypg say and agree to peace with assad and fight isis.; 3/11/2016
final #infographic #isis adnani &amp; abu waheeb. when were reportedly killed or rumored seen, where, &amp; by whom? #iraq https://t.co/8girnytyps; 3/11/2016
@arabthomness nice groups gathered. jund al haramain (army of two holy mosques - mekka &amp; medina) and ypg atheist comunist, and fsa democrats; 3/11/2016
@klashinki is us allowing russia+ypg to attack fsa in order to force fsa to make peace with assad and fight isis? the new us "ground force"?; 3/11/2016
#breakingnews #turkey's army artillery is shelling positions in north #syria now..; 3/11/2016
@sean88masters 1/2 same happened when uk promised arabs their own land under the mcmahon–hussein correspondence but uk made secret agreement; 3/11/2016
@sean88masters 2/2. with zionists under the balfour declaration to give the land arabs took from ottomans to jews. arabs being duped again.; 3/11/2016
britain made arabs fight ottomans, then betrayed arabs by giving the "liberated" land to zionists to create israel: https://t.co/4uv9nc7eqt; 3/11/2016
pt: we're seeing the same in syria with false us promises to fsa, who will find themselves being betrayed (just like their forefathers).; 3/11/2016
@warreporter1 it's a classic case of betrayal. the arabs did all the legwork then found their efforts wasted. see: https://t.co/fgdim9cilo; 3/11/2016
@warreporter1 the main beneficiary will be assad, who is needed to ensure a "terrorist-free syria". this is us' way of covertly helping him.; 3/11/2016
west #anbar witnessed #isis largest vbieds attacks today.. reports of mass causalities among #iraq|i army and shiite militias..; 3/11/2016
@alfarshadi i think you are right..; 3/11/2016
#germany media: personal information of 3 of #paris attacks attackers were found in the #isis 22,000 recent 'leaked documents'..; 3/11/2016
relying on foreign powers to look after your interests is a mistake which weak nations keep making (to their cost): https://t.co/apcbxzwwxg; 3/11/2016
@warreporter1 1/2. of course, that is not to say that the ottomans were angels. according to jihadists, they were mushriks anyway. see:; 3/11/2016
@warreporter1 2/2. "the uthmaani state and the standpoint of the dawah of shaykh muhammad ibn abd al-wahhaab concerning it".; 3/11/2016
.@arabthomness the turkish backed jihadists or nusra; right? @4rj1n @boerneaj @kovandire @ver_scholl_en @cahitstorm @al_7aleem @vivarevolt; 3/11/2016
@warreporter1 i dont believe us has control over regime/russia but definitely have influence to stop their rapid gains they made against fsa; 3/11/2016
@warreporter1 by "forcing" this ceasefire on them. soon after the ceasefire started, usas dogs started operating in north aleppo; 3/11/2016
@klashinki yes that it was all about. basically converting the fsa into a ground force against isis while leaving assad+ypg alone.; 3/11/2016
rt @trefugees7: she killed them little terrorist babies. https://t.co/dzockozgit; 3/11/2016
rt @whoamidude: @klashinki @warreporter1 if they want usa to protect from putin and ypg then the price is going to be fighting isis; 3/11/2016
rt @nusantarwitness: before judging. did u know that dabiq has been banned now from amazon? https://t.co/tywbpew4lt  https://t.co/86v4rirdl2; 3/11/2016
@whoamidude @klashinki good cop/bad cop thing? some groups can't see bigger picture and how they are being manipulated. like dogs to a bone.; 3/11/2016
rt @simnasr: “agencies admit much of the information in thousands of supposed #islamicstate #is papers is out of date” https://t.co/bvpv4hv…; 3/11/2016
rt @ramiallolah: #infographic #isis caliph al-baghdadi. when was reportedly killed or seen, where, &amp; by whom? #iraq https://t.co/mtcmlg6fuu; 3/11/2016
rt @ramiallolah: final #infographic #isis adnani &amp; abu waheeb. when were reportedly killed or rumored seen, where, &amp; by whom? #iraq https:/…; 3/11/2016
jabhat al-nusra cannot enforce strict laws in their territory as they are afraid of upsetting the population: https://t.co/cdhomkomde; 3/11/2016
rt @johnsonsbot: today, saudi forces (never opened fire at jews or christians in their history) killed 6 muslim youths in hail.. https://t.…; 3/11/2016
rt @johnsonsbot: saudi govt claimed they were the "daeshites" who killed their apostate cousin badr ar-rashidi (saudi officer).. https://t.…; 3/11/2016
rt @johnsonsbot: amaq: american aircraft destroys 2 buildings in downtown #raqqa link https://t.co/h4tu6nccy0 https://t.co/6srv5wduzv https…; 3/11/2016
rt @wwayf44rer: 15 civilians killed and up to 20 wounded today after airstrikes hit a civilian bus on palmyra - raqqa road; 3/11/2016
the new 3.1 release of qubes os, a highly-secure operating system, has been released. download it now: https://t.co/jmrtptlieo; 3/11/2016
rt @wwayf44rer: video of huge destruction in civilian homes of #palmyra  https://t.co/9j2weql9p6; 3/11/2016
@warreporter1 initially it is quite difficult to use as it works in a totally different (but secure) way to windows. best to get used to it.; 3/11/2016
rt @fnstudio: comparison btw @subgraph and @qubesos (it doubles as a v useful intro): https://t.co/reh0h5lfwa; 3/11/2016
@warreporter1 in qubes os, if browser gets infected with a virus, your operating system does not. it uses virtual machines for everything; 3/11/2016
rt @ramiallolah: west #anbar witnessed #isis largest vbieds attacks today.. reports of mass causalities among #iraq|i army and shiite milit…; 3/11/2016
@trendlng_news yes it's open-source. it is kind of linux-based. it uses a bare-metal hypervisor (virtual machine) and a linux gui, and 1/2; 3/11/2016
@trendlng_news 2/2 every process runs in a vm and is isolated from one another. so if an application gets compromised, nothing else does.; 3/11/2016
@trendlng_news its the way to go for future operating systems, ie, isolation through containers/virtual machines. worth studying their site; 3/11/2016
@trendlng_news today, most operating systems are monolithic, meaning if one thing gets a virus, everything else on the system is vulnerable; 3/11/2016
@trendlng_news about 4.7 gigabytes. its tricky to install. but work on it. once it is installed, it should be useful for sensitive use; 3/11/2016
by helping kurdish/shia militias, us is permanently driving a wedge between it and sunni arabs. only isis benefits: https://t.co/kqmvlopx27; 3/11/2016
@trendlng_news its best to install it standalone (like in a dual-boot setup). the makers don't recommend it in a virtual machine 1/2; 3/11/2016
@trendlng_news 2/2 because if your host os is compromised, so is your installation of a qubes os vm. vm's are never good for secure os use.; 3/11/2016
why it's a bad idea to run a secure os (like tails os, kali) in a virtual machine. if host is compromised, so is vm: https://t.co/jksqqiswgs; 3/11/2016
@cooldabiq3 @trendlng_news i think it has an option to install it as a xfe (?). i installed it yesterday, has a few different shell options.; 3/11/2016
@cooldabiq3 @trendlng_news but to be honest, when it comes to protecting yourself, we can't be fussy about which shell it's using.; 3/11/2016
@cooldabiq3 you can try joining their mailing list and asking questions or read their qubes os architecture page. im sure there is a reason.; 3/11/2016
@cooldabiq3 @trendlng_news here is a guy installing qubes os 3.1 (release candidate): https://t.co/6cyvq2bxew; 3/11/2016
big! #breakingnews #syria|n's army commander of central region brigade general ali amar killed in battles with #isis east #homs..; 3/11/2016
@cooldabiq3 @trendlng_news some links: https://t.co/c1htwniwvm and: https://t.co/p5nh9ws4pm; 3/11/2016
saudi arabia declares open-war against anyone who opposes it's pro-us policies: https://t.co/scy2cyexsq; 3/11/2016
